date,rain,tmax,tmin,vpd,rh,kdownDirect
3/30/1999,0,18.3,-1.1,349.87,67.2,19664.4
3/31/1999,0.0472,13.3,5.6,112.63,90.7,1447.7
4/1/1999,0.0201,22.8,7.2,132.5,92.7,11300.8
4/2/1999,0,25.6,5,265.87,83.8,13639.6
4/3/1999,0,27.8,7.2,460.59,76.2,20572.3
4/4/1999,0,28.9,11.7,757.85,67.2,20488.6
4/5/1999,0,28.9,7.8,657.25,67,24718.5
4/6/1999,0.0008,22.8,12.8,192.82,89,15137.4
4/7/1999,0,27.8,5,450.79,73,24593
4/8/1999,0,25,7.8,299.32,84,8472.4
4/9/1999,0,26.7,16.1,849.84,65.9,20672.7
4/10/1999,0,30,12.2,1101.61,54.6,21501.1
4/11/1999,0,27.8,16.7,1094.4,54.6,23735.3
4/12/1999,0,21.7,11.7,934.14,40.3,27417.1
4/13/1999,0,22.8,0.6,516.7,54.7,27659.8
4/14/1999,0.0018,18.9,4.4,428.4,65.8,12058
4/15/1999,0.0117,20.6,7.8,301.97,80.9,7313.5
4/16/1999,0,15.6,5.6,695.85,41.5,28379.4
4/17/1999,0,12.8,2.8,625.66,40.9,25007.2
4/18/1999,0,16.1,0.6,442.67,57,27170.3
4/19/1999,0,20,-1.7,413.84,61.7,24789.6
4/20/1999,0.0051,23.4,8.9,387.53,75,22212.4
4/21/1999,0,27.8,3.3,494.07,67.2,22681
4/22/1999,0,26.7,6.7,609.66,64.2,24249.9
4/23/1999,0,27.8,8.9,518.48,76.3,22429.9
4/24/1999,0,28.4,12.2,610.25,72.4,18275.3
4/25/1999,0.0025,16.7,12.2,151.29,90.3,7397.2
4/26/1999,0.0041,18.3,11.1,60.1,96.5,8480.8
4/27/1999,0.0056,25,13.9,113.76,94.3,11493.2
4/28/1999,0,20,13.3,117.2,93.3,17748.1
4/29/1999,0.0107,11.7,9.5,47.23,96.1,3535.4
4/30/1999,0.0069,16.1,5,163.86,84.9,13873.9
5/1/1999,0,22.2,2.2,440.96,64.2,28023.8
5/2/1999,0,25.6,1.7,465.94,63.6,28136.8
5/3/1999,0,25,3.3,488.86,66.1,26216.4
5/4/1999,0,26.7,4.4,529.54,69.6,25500.9
5/5/1999,0.013,18.9,11.7,71.3,96,4514.5
5/6/1999,0.0523,19.5,13.9,85.49,95.5,7485
5/7/1999,0.0574,23.9,10,117.81,94.1,15057.9
5/8/1999,0,23.9,7.8,415.09,77.8,27693.3
5/9/1999,0,26.7,5.6,467.82,71.5,28513.3
5/10/1999,0,26.1,7.8,455.14,75.3,25957
5/11/1999,0,27.2,8.9,521.58,74.8,24957
5/12/1999,0.0013,24.5,11.1,208.02,88.9,12543.4
5/13/1999,0.002,26.1,11.7,510.48,74.8,15037
5/14/1999,0.0036,23.4,10,187.31,89.4,17965.7
5/15/1999,0,23.4,11.1,253.46,86.4,22538.7
5/16/1999,0,27.8,8.3,539.46,73.5,25890
5/17/1999,0,27.2,10,487.66,77.6,26689.1
5/18/1999,0.0117,26.7,12.8,300.84,85.5,16965.8
5/19/1999,0,25.6,9.5,466.7,75.5,28651.4
5/20/1999,0,26.7,5,378.49,78.2,29065.6
5/21/1999,0,26.7,8.3,365.5,81.2,20003.3
5/22/1999,0,27.8,11.1,342.09,83.8,18589.1
5/23/1999,0.0046,27.8,12.8,361.79,84,19195.8
5/24/1999,0,23.9,14.5,630.17,68.4,28279
5/25/1999,0,24.5,7.8,530.59,70.2,19835.9
5/26/1999,0.0031,21.7,12.8,142.75,91.8,11108.3
5/27/1999,0,25.6,4.4,413.6,74.5,28990.3
5/28/1999,0,24.5,4.4,421.92,75,25747.8
5/29/1999,0,26.7,8.3,411.51,79.3,25869.1
5/30/1999,0,27.2,10.6,475.28,76.8,24350.3
5/31/1999,0,25,10,436.77,77.8,22998.9
6/1/1999,0,22.8,13.3,177.15,91.5,7966.2
6/2/1999,0.0345,28.4,12.2,182.98,91.8,13848.7
6/3/1999,0,29.5,16.1,385.66,85.3,24078.4
6/4/1999,0,27.8,12.2,461.26,80,26986.2
6/5/1999,0.0064,28.4,12.2,326.05,86.3,21668.5
6/6/1999,0,27.2,15,357.76,85.1,24911
6/7/1999,0,31.7,11.7,460.6,80.9,28028
6/8/1999,0,32.2,13.9,499.56,80.6,26651.5
6/9/1999,0,31.7,13.3,489.39,81.5,25040.7
6/10/1999,0.0107,29.5,14.5,204.35,91.2,18254.4
6/11/1999,0,27.2,13.9,258.65,89.5,17877.8
6/12/1999,0,27.2,15.6,381.4,84.6,25086.7
6/13/1999,0,28.9,11.1,486.56,78.3,27638.9
6/14/1999,0,27.2,12.2,200.07,91.1,11187.8
6/15/1999,0.0127,26.1,17.8,131.47,94.7,9033.1
6/16/1999,0.0445,20.6,17.2,89.02,96,4535.4
6/17/1999,0.0028,25.6,15,380.81,82.7,23425.7
6/18/1999,0,25,9.5,412.4,78.8,24940.3
6/19/1999,0,25.6,8.9,459.77,75.5,28082.4
6/20/1999,0,26.1,8.3,394.05,80.8,25300.1
6/21/1999,0,28.4,12.2,462.15,80.5,26785.4
6/22/1999,0.0028,28.4,17.2,288.68,88.2,19777.3
6/23/1999,0,27.8,16.1,343.18,86.1,21501.1
6/24/1999,0.0218,21.1,17.2,89.93,96,4778.1
6/25/1999,0.0015,28.4,18.3,209.02,92.5,14898.9
6/26/1999,0.0099,26.7,17.8,149.11,94.3,11861.4
6/27/1999,0.0277,25,20,127.94,95.3,11689.9
6/28/1999,0.0038,32.2,19.5,307.08,90,23915.2
6/29/1999,0.0333,27.2,18.3,131.64,94.9,13639.6
6/30/1999,0,30,15,349.91,86.8,22789.7
7/1/1999,0,28.9,16.1,212.15,92,12685.6
7/2/1999,0,28.4,17.2,270.21,90,15120.7
7/3/1999,0.0003,30,15.6,307.4,88.8,22187.3
7/4/1999,0,31.1,17.2,328.44,88.8,23747.9
7/5/1999,0,32.2,17.8,256.75,91.3,18467.8
7/6/1999,0.0003,31.7,18.3,202.89,92.9,14501.4
7/7/1999,0.001,30,17.8,224.11,92,15229.4
7/8/1999,0,30.6,16.7,335.36,88.5,21969.7
7/9/1999,0,30.6,17.8,415.65,85.5,23718.6
7/10/1999,0.0079,28.9,18.3,179.88,93.3,13129.1
7/11/1999,0.0102,25.6,18.3,148.56,94,9961.9
7/12/1999,0.0132,20,16.7,101.42,95.2,5271.8
7/13/1999,0,25.6,15.6,210.81,90.9,23413.1
7/14/1999,0,27.2,15.6,359.07,85.2,25408.9
7/15/1999,0,30,15,386.67,85.4,25036.5
7/16/1999,0,30,15,405.11,84.8,26655.7
7/17/1999,0,29.5,15,307.58,88.3,18994.9
7/18/1999,0.0023,30,15,228.9,91.1,18877.8
7/19/1999,0,31.7,15.6,385.95,85.9,25245.7
7/20/1999,0,31.1,15,406.3,85.9,25475.8
7/21/1999,0,32.2,17.2,392.44,86.9,24170.4
7/22/1999,0.0053,33.4,17.8,328.82,88.9,21388.1
7/23/1999,0,33.9,17.8,380,88.3,24396.4
7/24/1999,0.0127,32.8,17.8,278.76,90.4,17250.3
7/25/1999,0,33.4,18.9,457.72,85.2,25881.6
7/26/1999,0,33.4,14.5,514.73,81.8,25810.5
7/27/1999,0,33.4,16.1,488.96,84.1,25584.6
7/28/1999,0,32.8,16.1,416.3,85.3,23455
7/29/1999,0,33.4,16.7,396.9,86.5,19969.8
7/30/1999,0,35.6,15.6,532.33,83.3,26337.7
7/31/1999,0,36.1,16.1,518.26,83.5,24965.4
8/1/1999,0,34.5,16.7,456.76,85.9,22647.5
8/2/1999,0,32.2,18.9,624.32,79.9,25413
8/3/1999,0,30.6,17.2,489.91,82,20827.5
8/4/1999,0,30,15.6,501.26,81.5,22927.8
8/5/1999,0,31.1,14.5,527.47,79.9,25793.8
8/6/1999,0,31.1,13.9,414.13,84.1,21869.3
8/7/1999,0,32.8,14.5,533.77,79.8,25785.4
8/8/1999,0,31.1,12.8,376.89,85.6,18108
8/9/1999,0,32.2,18.9,530.14,81.9,20990.7
8/10/1999,0,32.2,13.9,495.95,81.5,27028
8/11/1999,0,32.8,14.5,578.08,79.2,23664.2
8/12/1999,0,32.8,15,491.69,83.1,23053.3
8/13/1999,0.0114,35,16.1,477.43,84.5,19618.3
8/14/1999,0.0005,32.2,18.9,562.36,81,24429.8
8/15/1999,0,30.6,12.8,462.1,81.4,25074.2
8/16/1999,0,32.2,13.9,413.65,85,23216.5
8/17/1999,0,32.8,16.7,495.43,83.3,21484.4
8/18/1999,0,35,14.5,655.18,76.3,25195.5
8/19/1999,0,32.8,15,576.15,78.2,21526.2
8/20/1999,0.0127,31.1,16.1,429.72,84.1,21819.1
8/21/1999,0,30,12.8,457.28,80.8,24254.1
8/22/1999,0,29.5,11.7,473.38,79.4,24944.5
8/23/1999,0.0094,28.4,12.8,282.77,87.8,15028.6
8/24/1999,0.0109,23.9,17.8,192.35,92.4,8351.1
8/25/1999,0.0015,30,18.3,404.35,85,19932.1
8/26/1999,0,30.6,17.2,526.64,80.8,22605.7
8/27/1999,0,27.8,12.8,371.41,84.5,19471.9
8/28/1999,0,30,13.9,430.82,83.3,21969.7
8/29/1999,0,30.6,14.5,472,81.8,20292
8/30/1999,0,30.6,13.3,697.99,72.8,25421.4
8/31/1999,0,29.5,8.9,587.32,71.1,25224.8
9/1/1999,0,30.6,8.9,479.16,77.6,25203.9
9/2/1999,0,32.2,8.9,547.32,75.3,25417.2
9/3/1999,0,31.7,12.2,494.89,78.7,19948.9
9/4/1999,0,32.2,9.5,597.26,73.3,25157.8
9/5/1999,0,28.4,10,555.24,75.4,14735.7
9/6/1999,0,31.1,15.6,641.97,75.9,22346.2
9/7/1999,0,32.2,14.5,407.56,83.5,17672.8
9/8/1999,0,32.2,12.8,458.6,81.6,18338.1
9/9/1999,0.0015,23.4,12.8,182.66,91.2,7794.6
9/10/1999,0,27.8,11.7,661.93,67.7,24530.2
9/11/1999,0,28.9,5.6,493.88,71,22383.9
9/12/1999,0,29.5,11.1,594.75,70,23651.6
9/13/1999,0,28.9,8.9,460.25,78.3,20040.9
9/14/1999,0,28.9,13.9,533.4,78,18446.9
9/15/1999,0,26.7,11.7,638.88,70.7,13878
9/16/1999,0,24.5,14.5,1158.16,42,24019.8
9/17/1999,0,26.1,3.3,476.98,67.7,23911
9/18/1999,0,23.4,4.4,395.33,74.7,19342.2
9/19/1999,0,25.6,8.3,365.67,80,19513.7
9/20/1999,0.0031,27.8,10,424.96,79.6,16488.8
9/21/1999,0.0018,23.9,13.9,321.87,83.8,9438.9
9/22/1999,0,22.2,5.6,534.24,60.8,23689.3
9/23/1999,0,24.5,-0.6,353.77,71,23178.8
9/24/1999,0,25.6,2.2,399.46,72.8,21978.1
9/25/1999,0,26.7,3.3,427.7,73.3,22367.2
9/26/1999,0,27.8,7.2,479.76,76.6,21099.4
9/27/1999,0.0107,22.8,17.8,188.83,92.1,7045.7
9/28/1999,0.0163,25.6,18.3,242.41,91,6895.1
9/29/1999,0.014,23.9,18.3,264.87,89.3,7740.3
9/30/1999,0,21.7,5,458.09,65.8,23162.1
10/1/1999,0,23.4,1.1,299.58,77.6,21731.2
10/2/1999,0,22.2,3.9,338.75,77,21676.8
10/3/1999,0,23.9,6.7,278.87,84.9,13288.1
10/4/1999,0.0175,22.8,16.1,193.85,90.7,6476.7
10/5/1999,0,23.9,8.9,321.02,81.4,18467.8
10/6/1999,0,23.4,8.3,233.53,85.6,15476.3
10/7/1999,0,21.1,7.2,308.55,81.3,12848.8
10/8/1999,0,17.8,7.8,281.74,82.8,5619
10/9/1999,0.0384,18.3,13.3,178.97,91,2769.8
10/10/1999,0.0551,20,16.1,232.8,90.5,2301.2
10/11/1999,0,26.1,14.5,326.45,86.5,15484.7
10/12/1999,0,18.3,14.5,198.15,89.5,2732.1
10/13/1999,0.0089,22.8,13.3,195.08,89.4,8911.7
10/14/1999,0,26.1,10,446.89,77.8,18702.1
10/15/1999,0,21.1,9.5,377.13,77.6,19095.4
10/16/1999,0,26.1,5.6,302.52,81.4,18990.8
10/17/1999,0,27.2,6.7,510.26,72.2,17764.9
10/18/1999,0,22.8,12.2,476.64,72.6,18643.5
10/19/1999,0,15,9.5,208.76,86.5,4179.8
10/20/1999,0.0218,13.3,11.7,128.55,91.1,2158.9
10/21/1999,0,16.7,2.8,174.11,83.6,15120.7
10/22/1999,0,20.6,0,390.12,67.6,16739.8
10/23/1999,0,12.2,4.4,548.17,45.5,18145.6
10/24/1999,0,13.9,0.6,375.06,56.7,17572.4
10/25/1999,0,18.9,-3.9,224.18,73.4,17522.2
10/26/1999,0,20,-2.2,254.87,73.7,16877.9
10/27/1999,0,23.9,0,316.29,71.9,16405.1
10/28/1999,0,22.8,0.6,312.65,74.9,16003.5
10/29/1999,0,23.9,1.7,307.91,75.7,15911.4
10/30/1999,0,22.2,3.3,327.22,78,9836.4
10/31/1999,0,24.5,10,357.06,80,12848.8
11/1/1999,0.0241,17.8,8.9,167.22,90.2,3744.6
11/2/1999,0.0353,14.5,9.5,291.85,78.2,4468.4
11/3/1999,0,11.7,-2.8,456.1,39.2,16338.2
11/4/1999,0,18.3,-4.4,261.17,63.8,15844.5
11/5/1999,0,20.6,-2.8,255.1,69.8,15225.3
11/6/1999,0,21.7,-2.2,263.97,76.2,14760.8
11/7/1999,0,24.5,4.4,367.46,75,14166.7
11/8/1999,0,22.2,5.6,263.8,81.9,8359.5
11/9/1999,0,24.5,3.3,305.71,78.9,13873.9
11/10/1999,0,22.2,3.3,340.45,75.4,13610.3
11/11/1999,0,21.1,6.7,350.71,74.5,9024.7
11/12/1999,0,19.5,4.4,251.65,80.7,13212.8
11/13/1999,0,21.7,2.2,246.63,79.5,12376
11/14/1999,0,23.9,1.7,536.67,64.6,13334.1
11/15/1999,0,18.3,1.7,658.66,40.5,14007.7
11/16/1999,0,14.5,-2.2,518.01,38.6,14062.1
11/17/1999,0,15.6,-5.6,274.25,60,13899
11/18/1999,0,17.2,-5,238.28,67.5,12928.3
11/19/1999,0,17.2,-3.3,232,75.2,9187.9
11/20/1999,0.0031,18.9,5.6,234.6,84,8087.5
11/21/1999,0.0084,20.6,10.6,248.95,85.5,6970.4
11/22/1999,0,21.7,8.9,259.79,83.9,10911.7
11/23/1999,0.0003,17.8,7.2,217.6,87,3468.5
11/24/1999,0,21.7,10,270.62,84.9,7962
11/25/1999,0.0815,16.7,11.1,180.65,89.8,1723.8
11/26/1999,0.0089,15,11.7,282.57,80.9,6409.8
11/27/1999,0,16.7,-2.2,207.96,76.1,12258.9
11/28/1999,0,18.3,0,239.12,77.6,12593.6
11/29/1999,0,15.6,0,413.7,57.5,10045.6
11/30/1999,0,8.9,-4.4,408.33,34.7,12187.7
12/1/1999,0,10,-7.8,181.75,63.8,12221.2
12/2/1999,0,16.1,-6.1,199.92,67.6,11798.6
12/3/1999,0,16.1,-2.2,289.5,63.7,9510
12/4/1999,0,19.5,-1.1,249.01,74.6,11660.6
12/5/1999,0.018,18.3,0.6,265.43,79.5,6485.1
12/6/1999,0,8.9,3.3,194.78,79.3,4861.7
12/7/1999,0,13.9,-6.1,140.57,77.6,11853
12/8/1999,0.0003,17.2,-5,193.43,72.7,11890.7
12/9/1999,0.0018,12.2,0,167.83,85.6,2958.1
12/10/1999,0.0198,15.6,6.7,320.76,75.9,11112.5
12/11/1999,0,16.7,-3.3,175.61,79,11321.7
12/12/1999,0,14.5,-0.6,220.87,79.8,6284.3
12/13/1999,0.0475,16.1,10,158.73,89.9,1631.8
12/14/1999,0.0005,11.7,5.6,198.78,80.6,7397.2
12/15/1999,0,15,-1.7,283.21,66.8,10995.3
12/16/1999,0,10,-0.6,388.93,42.8,11472.3
12/17/1999,0,13.3,-6.7,168.22,69.3,11438.8
12/18/1999,0,11.7,-4.4,246.82,62.7,7217.3
12/19/1999,0,11.7,3.3,364.5,67.5,2301.2
12/20/1999,0.001,13.9,7.2,189.25,83,5686
12/21/1999,0.0058,7.8,2.8,131.61,87.5,1175.7
12/22/1999,0,8.9,3.3,183.87,79.7,10773.6
12/23/1999,0,8.9,-5.6,173.01,71,11304.9
12/24/1999,0.0005,4.4,-3.9,242.08,58.8,6154.6
12/25/1999,0,3.9,-9.5,174.2,58.2,11643.8
12/26/1999,0,13.9,-10.6,269.98,53.6,11338.4
12/27/1999,0,11.1,-3.3,428.95,33,11183.6
12/28/1999,0,7.8,-4.4,423.69,36.4,11334.2
12/29/1999,0,11.1,-2.8,292.03,56.5,11145.9
12/30/1999,0,12.2,-6.7,188.45,70.8,7648.2
12/31/1999,0,18.9,-1.7,234.98,74,11024.6
1/1/2000,0,17.2,2.2,229.42,81.1,7853.2
1/2/2000,0,19.5,6.7,357.35,77.1,8116.8
1/3/2000,0.0015,17.8,10,285.31,83.1,5192.3
1/4/2000,0.0112,16.1,12.2,480.78,66.5,9146
1/5/2000,0,8.9,-2.8,271.42,55.8,11794.5
1/6/2000,0,10.6,-6.7,165.99,69.8,11790.3
1/7/2000,0,13.9,-5.6,136.06,76.9,11388.6
1/8/2000,0.0008,11.1,-4.4,150.05,78.2,6899.3
1/9/2000,0.0267,12.2,3.9,0.96,99.9,1803.3
1/10/2000,0.0356,15.6,7.8,358.13,74.9,12204.5
1/11/2000,0,17.8,2.2,579.93,49.3,12162.6
1/12/2000,0,20,-2.2,207.86,77.7,11643.8
1/13/2000,0.0008,18.9,4.4,745.84,50,12300.7
1/14/2000,0,6.7,-3.9,318.28,42.6,12940.8
1/15/2000,0,13.9,-9.5,236.6,55.2,12940.8
1/16/2000,0.0008,11.1,-3.3,179.96,81.8,3472.7
1/17/2000,0.0003,13.3,-0.6,175.24,81.7,8627.2
1/18/2000,0.0127,14.5,1.7,71.4,91.3,8049.9
1/19/2000,0.0076,10.6,-1.7,206.8,71,7054.1
1/20/2000,0.0015,4.4,1.7,262.32,63.5,14070.5
1/21/2000,0,3.3,-8.9,249.98,40.6,13982.6
1/22/2000,0.0213,0.6,-8.3,120.67,72.9,2384.9
1/23/2000,0.0117,2.2,-3.9,0.65,99.9,2301.2
1/24/2000,0,5,0.6,141.64,85.5,4455.9
1/25/2000,0,4.4,-4.4,274.84,46.6,12790.2
1/26/2000,0,-1.7,-7.8,183.68,50.9,14463.8
1/27/2000,0,4.4,-15,128.17,63.9,15288
1/28/2000,0,5.6,-6.1,236.33,53.2,10639.7
1/29/2000,0.0122,2.2,-1.7,60.54,89.9,1510.4
1/30/2000,0.0066,6.7,-1.1,35.5,94.7,6510.2
1/31/2000,0,2.2,-5,127.85,73.5,14020.3
2/1/2000,0,7.2,-10,136.34,72.2,14865.4
2/2/2000,0,10,-9.5,126.54,72.8,15790.1
2/3/2000,0,13.3,-8.9,202.3,65.6,15204.3
2/4/2000,0,6.7,1.1,285.89,59.5,11058.1
2/5/2000,0,7.8,-2.8,221.87,60.5,15334
2/6/2000,0,12.2,-8.3,172.9,67.1,15848.7
2/7/2000,0,13.3,-4.4,172.3,73.5,14388.5
2/8/2000,0,13.3,-3.3,115.45,83.4,13087.3
2/9/2000,0,15.6,-4.4,115.07,83.6,15752.4
2/10/2000,0,20.6,-2.2,176.38,78.1,13112.4
2/11/2000,0,20.6,2.2,255.12,78.5,14773.4
2/12/2000,0.0213,15,3.9,22.86,98.1,7434.8
2/13/2000,0.0267,11.1,5,18.37,98.5,6045.8
2/14/2000,0.0086,16.1,6.7,252.89,80.2,9305
2/15/2000,0,18.9,-2.2,263.47,69.3,17534.8
2/16/2000,0,20.6,1.7,265.2,77.5,15840.3
2/17/2000,0.0008,18.3,0,311.05,69.5,15990.9
2/18/2000,0.0005,17.2,6.1,59.14,95.1,3263.5
2/19/2000,0.0074,18.3,7.2,379.47,74.3,18342.3
2/20/2000,0,12.2,-3.3,209.1,68.7,19095.4
2/21/2000,0,15.6,-6.1,207.21,68.2,19174.9
2/22/2000,0,14.5,-2.2,260.54,67.7,9158.6
2/23/2000,0,18.3,-1.1,350,64.2,15321.5
2/24/2000,0,18.9,3.3,289.21,77.8,8878.3
2/25/2000,0,22.2,5.6,258.89,81.6,13451.3
2/26/2000,0,21.1,5.6,328.09,78.7,14501.4
2/27/2000,0.0125,14.5,12.2,161.4,88.9,4527
2/28/2000,0,17.8,-0.6,295.39,68.6,20522.1
2/29/2000,0,20,-2.8,256.28,71.2,19823.4
3/1/2000,0,20.6,0,282.14,76.8,13861.3
3/2/2000,0,19.5,2.2,520.5,52.1,20103.7
3/3/2000,0.0008,20.6,-1.1,367.69,63.3,16764.9
3/4/2000,0.0028,17.2,3.9,123.99,89.6,10066.5
3/5/2000,0,22.2,-1.7,268.58,72.7,21739.6
3/6/2000,0,22.8,-1.1,297.03,72.6,21195.7
3/7/2000,0,26.1,0.6,383.75,68.2,20304.5
3/8/2000,0,27.8,2.2,442.56,68.3,20262.7
3/9/2000,0,20.6,5.6,148.59,89.7,6267.5
3/10/2000,0,22.2,4.4,245.56,85.1,9769.4
3/11/2000,0.0467,16.1,11.1,87.14,94.3,4435
3/12/2000,0,7.8,0,245.84,65.4,21722.8
3/13/2000,0,13.3,-5.6,204.83,69.8,23245.8
3/14/2000,0,18.3,-4.4,267,66.6,22475.9
3/15/2000,0,18.9,1.7,336.88,70.5,15455.4
3/16/2000,0.0274,16.1,6.1,61.47,96,3891.1
3/17/2000,0.0008,16.1,10,372.59,72.5,23053.3
3/18/2000,0,11.7,-1.7,356.84,58.6,14522.4
3/19/2000,0.014,10,3.9,61.12,93.8,987.4
3/20/2000,0.0338,16.7,6.7,147.82,88.2,14468
3/21/2000,0,20.6,0.6,208.07,82.4,23655.8
3/22/2000,0,23.9,0.6,325.35,73.6,24099.3
3/23/2000,0,22.8,2.2,316.59,76,23768.8
3/24/2000,0,23.4,2.8,353.58,74.7,22990.6
3/25/2000,0,23.9,4.4,418.9,73.6,16823.5
3/26/2000,0,22.2,6.7,625.36,55,21685.2
3/27/2000,0.0071,16.1,3.3,211.58,81.4,5727.8
3/28/2000,0,18.3,0,617.57,47.2,22961.3
3/29/2000,0.0005,16.1,-2.2,320.84,66.2,11397
3/30/2000,0.0008,20.6,3.9,136.08,90,11405.4
3/31/2000,0,19.5,7.2,348.75,77.3,11677.3
4/1/2000,0,21.7,5,470.04,69.5,18467.8
4/2/2000,0.0412,18.3,12.2,57.66,96.5,7422.3
4/3/2000,0.0762,20.6,11.7,49.6,97.5,8016.4
4/4/2000,0.0033,10,7.8,302.27,73,13727.4
4/5/2000,0,17.8,1.7,541,45.3,26931.8
4/6/2000,0,26.1,1.1,431.04,69.7,26032.3
4/7/2000,0,26.7,4.4,519.64,67.7,25990.4
4/8/2000,0.0015,15.6,11.7,335.82,71.8,7706.8
4/9/2000,0,16.7,0,502.99,42.3,27860.6
4/10/2000,0,23.4,-2.8,500.71,53,25869.1
4/11/2000,0,21.1,5.6,608.89,60,12079
4/12/2000,0,22.2,10.6,421.9,75.3,15003.5
4/13/2000,0.0079,11.1,10,52.9,95.7,3698.6
4/14/2000,0.0018,18.3,7.2,91.33,93.7,6790.5
4/15/2000,0.0031,20.6,10.6,105.44,93.7,11978.5
4/16/2000,0,26.7,7.2,324.41,82,21036.7
4/17/2000,0,24.5,8.3,435.53,73.1,15639.5
4/18/2000,0,19.5,8.9,391.52,72.8,20589
4/19/2000,0,27.8,3.3,431.52,72.1,26839.8
4/20/2000,0,26.7,6.7,626.46,67.1,21149.7
4/21/2000,0.0028,15,8.9,376.75,71.9,10225.5
4/22/2000,0,15,5.6,322.84,70.8,22735.4
4/23/2000,0,21.1,0.6,383.3,68.5,18145.6
4/24/2000,0.0155,14.5,8.9,97.5,92.9,5690.1
4/25/2000,0.0023,15.6,10.6,192.07,87.3,9242.3
4/26/2000,0,19.5,3.9,309.87,74.6,18321.3
4/27/2000,0.001,22.8,-1.1,429.12,62.8,27479.9
4/28/2000,0.0147,17.8,7.8,201.62,84.8,15003.5
4/29/2000,0,19.5,2.2,287.2,76,21036.7
4/30/2000,0,25,1.1,420.22,68.2,29241.3
5/1/2000,0,25,3.9,545.8,64.9,28400.4
5/2/2000,0,26.1,11.7,538.91,73.8,17438.5
5/3/2000,0.0031,26.1,9.5,303.22,85.2,19610
5/4/2000,0.014,20.6,13.9,71.5,96.3,8271.6
5/5/2000,0,26.1,8.9,290.26,85.4,22141.2
5/6/2000,0,27.8,8.9,394.44,80.9,23275.1
5/7/2000,0,28.4,10,430.5,79.3,23777.1
5/8/2000,0,27.8,11.1,370.67,82.6,20128.8
5/9/2000,0,28.9,10,455.74,78.8,22856.7
5/10/2000,0,26.1,12.2,393.27,80,23831.5
5/11/2000,0,30.6,5.6,482.99,75,29689
5/12/2000,0,32.2,13.3,583.81,77,29094.9
5/13/2000,0,30.6,13.3,682.96,73.6,24128.6
5/14/2000,0,25.6,12.2,810.45,58.3,26827.2
5/15/2000,0,22.8,5.6,494.89,66.3,24233.2
5/16/2000,0,23.4,2.8,447.75,70,27279.1
5/17/2000,0,22.8,8.9,159.24,91.2,10786.1
5/18/2000,0,28.4,12.2,526.51,78.4,22178.9
5/19/2000,0,30,15,604.35,75.3,25902.6
5/20/2000,0,27.2,16.7,244.94,90,17296.3
5/21/2000,0.0234,27.8,16.7,190.42,91.7,18836
5/22/2000,0,25.6,12.2,378.2,81.5,29881.5
5/23/2000,0.0028,26.7,10.6,121.75,93.9,17116.4
5/24/2000,0.0008,28.4,16.1,401.77,85.3,19003.3
5/25/2000,0.0038,28.9,17.2,340.87,86.8,18195.8
5/26/2000,0,25.6,12.2,123.42,94.8,15375.9
5/27/2000,0.0114,31.1,16.7,529.18,81.5,25923.5
5/28/2000,0.0015,24.5,17.2,187.92,91.9,13689.8
5/29/2000,0,21.7,11.7,272.42,85.2,19066.1
5/30/2000,0,26.1,11.7,313.59,84.6,25484.2
5/31/2000,0,28.9,9.5,372.35,82.4,28316.7
6/1/2000,0,31.7,11.7,405.21,83.6,29220.4
6/2/2000,0,29.5,13.9,421.09,83.8,27760.2
6/3/2000,0,30.6,13.9,330.15,86.7,21107.8
6/4/2000,0.0015,25.6,13.9,60.14,97.3,11196.2
6/5/2000,0.03,21.7,15.6,11.91,99.5,8213
6/6/2000,0,20,10.6,420.91,76.8,25927.7
6/7/2000,0,25.6,4.4,447.92,72,31513.2
6/8/2000,0,26.1,6.1,337.57,81.3,28994.5
6/9/2000,0,30.6,8.9,472.61,77.8,30145
6/10/2000,0,30,10.6,494.58,78.2,28387.8
6/11/2000,0,31.1,11.7,456.75,80.9,27425.5
6/12/2000,0,31.7,12.8,358.28,85.6,23990.5
6/13/2000,0.0025,31.7,13.9,333.07,87.3,19656
6/14/2000,0.0023,31.1,16.1,459.49,83.8,28207.9
6/15/2000,0.0048,30.6,17.8,290.65,89.7,25249.9
6/16/2000,0.0089,26.7,18.3,100.69,96,15668.7
6/17/2000,0.0008,26.7,17.8,73.92,97.2,13760.9
6/18/2000,0.0015,29.5,16.1,268.1,90.5,22170.5
6/19/2000,0.0081,28.9,17.8,100.45,96.3,14543.3
6/20/2000,0.002,28.9,16.1,75.38,97.2,15438.6
6/21/2000,0.0013,31.1,17.8,314.3,89.5,22630.8
6/22/2000,0.0089,27.2,17.8,127.06,95.1,15472.1
6/23/2000,0,30,12.2,392.82,83.5,30304
6/24/2000,0,31.1,12.8,421.07,83,28710
6/25/2000,0.0003,26.1,13.3,88.68,96.3,12681.4
6/26/2000,0,30,15,302.57,88.7,21877.7
6/27/2000,0.0028,27.8,15,159.61,93.7,17752.3
6/28/2000,0.0061,28.4,17.8,85.92,96.8,13254.6
6/29/2000,0.0147,25,18.9,63.52,97.4,11756.8
6/30/2000,0,26.7,10.6,284.34,87,25969.5
7/1/2000,0,29.5,12.2,426.2,81.5,29902.4
7/2/2000,0,28.4,13.3,343.01,85.8,25413
7/3/2000,0,30.6,15,347.68,86.8,24567.9
7/4/2000,0,30.6,15,277.51,89.8,22777.2
